,near_fid,building,noise,in_vehicle,asleep,no_windows,age,Distance
1365,2676,0,1,0,0,0,83,15407.259737221815
1366,2821,0,0,1,0,0,80,52354.178364827465
1367,2387,0,0,0,0,0,80,43473.58372973916
1368,460,0,0,0,0,0,35,344.99287135500566
1369,12,0,0,0,0,0,48,637.7768570976758
1370,2542,0,0,0,0,0,57,1110.1137700759557
1371,314,0,0,0,0,0,30,633.9851823511506
1372,2436,1,0,0,0,0,56,659.583326255286
1373,3783,0,0,0,0,0,80,780.7392439328687
1374,209,0,0,0,0,0,43,1035.668910444489
1375,3022,0,0,0,0,0,45,1108.877337130991
1376,2799,0,0,0,0,0,59,57032.51992329622
1377,3295,0,0,0,0,0,57,608.9098679371792
1378,403,1,0,0,0,0,26,1531.5180115041067
1379,2487,0,0,0,0,0,30,363.3033941922816
1380,2766,0,0,1,0,0,38,1577.193039394732
1381,1357,0,0,0,0,0,24,1133.257611816531
1382,1641,0,0,0,0,0,66,468.4961322848508
1383,2909,0,0,0,0,0,37,102927.16127453638
1384,196,0,0,0,0,0,52,515.8615643694939
1385,2521,0,0,0,0,0,33,207.07617250229538
1386,790,0,0,0,0,0,76,1051.0783005581322
1387,1787,0,1,0,0,0,70,599.4032116811028
1388,996,0,0,0,0,0,41,183.67213827056577
1389,2764,0,0,1,0,0,36,1998.5425341209261
1390,2364,0,1,1,0,0,82,5465.074422006999
1391,64,0,0,0,0,0,22,474.37092636850247
1392,1051,0,0,0,0,0,23,439.470284194206
1393,2298,1,0,0,0,0,61,364.7659892830722
1394,469,0,1,0,0,0,80,37251.51520989515
1395,947,0,1,0,0,0,20,497.1406351204001
1396,3968,1,0,0,0,0,31,297.8278473646333
1397,823,0,0,0,0,0,75,49004.980982831265
1398,133,0,0,0,0,0,69,519.7338446902661
1399,40,0,0,0,0,0,44,356.80492227165
1400,1110,0,0,0,0,0,52,846.2027225017292
1401,2823,0,1,1,0,0,53,3259.5548854523568
1402,3643,0,0,0,0,0,27,169.07253988526577
1403,2703,0,0,1,0,0,53,2722.048881251116
1404,3785,0,0,0,0,0,65,2083.355847926152
1405,407,0,0,1,0,0,79,2357.6612346499387
1406,146,0,0,0,0,0,69,513.0508470471995
1407,724,0,0,0,0,0,61,445.5096402163361
1408,2737,1,0,0,0,0,50,1660.0805919890615
1409,3460,0,0,0,0,0,56,1856.7555567590182
1410,258,1,0,0,0,0,36,871.9384075398325
1411,3369,0,0,0,0,0,45,113.7382847693214
1412,130,0,0,0,0,0,71,415.19965073169027
1413,465,1,1,0,0,0,68,34887.11838550681
1414,4096,0,1,0,0,0,69,811.6475664087682
1415,2529,0,0,0,0,0,62,553.5405178394909
1416,4039,1,0,0,0,1,66,1075.6286652063288
1417,1765,0,0,0,0,0,86,29226.74065687772
1418,4028,0,0,0,0,0,48,564.2201035994768
1419,2733,0,0,0,0,0,29,9346.388293257374
1420,3786,0,0,0,0,0,22,1505.8520619821606
1421,71,0,0,0,0,0,73,1366.6959094404992
1422,1825,1,0,0,0,0,23,372.1731778442444
1423,2635,0,0,0,0,0,48,34830.028187168515
1424,573,0,0,0,0,0,19,2301.2449769258396
1425,4029,0,0,0,0,0,54,868.2799259012913
1426,2721,1,1,0,0,0,75,1046.161397404297
1427,4069,1,0,0,0,0,69,1295.1951686931263
1428,2730,1,0,0,0,0,50,999.1528809368175
1429,552,1,0,0,0,0,60,646.7628656807314
1430,3716,1,0,0,0,0,34,339.8389991808435
1431,2301,0,0,0,0,0,31,931.5906284147611
1432,1530,0,0,0,0,0,66,527.2721101094246
1433,65,0,0,0,0,0,21,59.67419368411479
1434,2578,1,0,0,0,0,51,885.8953260355006
1435,3558,0,1,0,0,0,60,146.89791538246016
1436,4014,0,0,0,0,0,44,555.255442862917
1437,295,0,0,0,0,0,75,787.1674605407602
1438,1997,0,0,0,0,0,57,376.3707019237609
1439,8,0,0,0,0,0,41,350.7986797283
1440,350,0,0,0,0,0,37,602.2610750010131
1441,2540,0,1,0,0,0,29,46722.70222578599
1442,682,1,1,0,0,0,36,908.6330284241777
1443,3295,0,0,0,0,0,19,229.3104386451223
1444,13,0,0,0,0,0,64,450.6653340589884
1445,3923,0,0,0,0,0,24,927.0684778004983
1446,3016,1,0,0,0,0,34,687.7002868542039
1447,475,1,1,0,0,0,83,36742.93021803336
1448,3409,0,0,0,0,0,42,432.44719012528265
1449,2689,0,0,0,0,0,42,944.2825320222148
1450,849,0,0,1,0,0,35,36095.82388496761
1451,2710,1,0,0,0,0,54,896.1711236060514
1452,2272,0,0,1,0,0,37,33481.46632109766
1453,1766,0,0,0,0,0,49,354.66374807032923
1454,151,0,0,0,0,0,80,984.2200821920554
1455,467,0,1,0,0,0,32,33619.01638309706
1456,74,1,0,0,0,0,48,252.49377267665866
1457,109,0,0,0,0,0,52,357.30028582877975
1458,193,0,0,0,0,0,25,781.0254625368151
1459,3900,0,0,0,0,0,43,1287.47929278174
1460,2733,0,0,1,0,0,76,28415.178173351553
1461,411,1,0,0,0,0,43,368.7399795179541
1462,2778,0,0,0,0,0,47,54375.950459975465
1463,555,0,0,0,0,0,45,251.37606113057475
1464,2444,1,1,0,0,0,36,583.6711397908788
1465,2444,1,0,0,0,0,45,620.2310680906138
1466,1574,1,0,0,0,0,50,168.85631700098395
1467,812,1,0,0,1,0,59,22999.401392674023
1468,2719,0,0,0,0,0,57,764.2970720596159
1469,70,0,0,0,0,0,35,295.4106155537297
1470,105,1,0,0,0,0,61,302.56938233539375
1471,1369,1,0,0,0,0,39,450.28492645113437
1472,3965,1,0,0,0,0,41,410.0095258073009
1473,2554,0,0,0,0,0,63,508.9513110017206
1474,3021,1,0,0,0,0,56,1078.911568575583
1475,2595,0,0,0,0,0,42,66149.86958801179
1476,2090,0,0,1,0,0,30,8137.769063196673
1477,3768,0,0,1,0,0,45,441.75523087878713
1478,741,1,1,0,0,0,65,546.7051436463561
1479,3553,0,0,0,0,0,50,109.11036161928504
1480,46,1,0,0,0,0,41,398.1769760485607
1481,1906,0,1,1,0,0,83,27956.36501378475
1482,2837,0,0,1,0,0,45,175.94377557731846
1483,2801,0,0,0,0,0,36,206529.4371393445
1484,3881,0,0,0,0,0,27,168.1390769932863
1485,3838,1,0,0,0,0,67,34.13539629576949
1486,213,1,0,0,0,0,57,772.6154364785984
1487,729,1,1,0,0,1,76,26820.57908293988
1488,2901,0,0,0,0,0,77,123711.50053595286
1489,2765,0,0,1,0,0,70,32908.55799503586
1490,3787,0,0,1,0,0,76,25498.52613676995
1491,843,0,0,0,0,0,20,432.7764177625627
1492,2640,1,0,0,0,1,65,448.60737761724005
1493,1510,0,0,0,0,0,48,1534.2958102606196
1494,3021,0,0,0,0,0,28,1438.9930412638514
1495,594,0,0,0,0,0,43,492.3462756457392
1496,4139,0,0,0,0,0,67,944.607745025661
1497,2540,0,0,0,0,0,74,35923.42543309125
1498,311,1,0,0,0,0,52,832.7949914590863
1499,2254,0,0,0,0,0,28,447.86809011076855
1500,1831,1,1,0,0,0,46,233.92241867611446
1501,1833,1,0,0,0,0,31,412.69286749945144
1502,3477,0,0,0,0,0,46,461.8923423365902
1503,3370,1,1,0,0,1,42,176.9274111384243
1504,3662,0,0,0,0,0,65,555.8466987830894
1505,149,0,0,0,0,0,35,410.98695434875907
1506,3338,0,0,0,0,0,75,485.76732496808694
1507,2503,1,1,0,0,0,87,59770.77427129548
1508,174,0,0,0,0,0,55,1182.536732115607
1509,1835,1,0,0,0,0,31,505.68380972307875
1510,1045,0,1,0,0,0,77,40309.93356365277
1511,2373,1,0,0,0,1,61,809.7045945553134
1512,1196,0,0,0,0,0,26,357.20657865446003
1513,147,0,0,0,0,0,32,699.9271543697176
1514,473,0,1,0,0,0,43,6278.957038738907
1515,19,0,0,0,0,0,74,145.57551414944587
1516,806,0,0,1,0,0,85,40213.63725397984
1517,115,0,0,0,0,0,58,236.1758775319778
1518,2676,1,0,0,0,1,55,1878.1129390981478
1519,465,0,0,0,0,0,44,764.4780612814125
1520,2256,0,0,1,0,0,52,16948.870127416227
1521,263,1,0,0,0,1,61,433.483508067976
1522,1832,0,0,0,0,0,44,654.5059544763775
1523,3804,1,1,0,0,0,26,977.1260046997297
1524,2231,0,1,0,0,0,80,26317.570342068237
1525,2562,0,0,0,0,0,41,352.4794640809558
1526,2726,0,0,1,0,0,84,26596.384651392014
1527,534,0,0,0,0,0,23,417.4886266298631
1528,2058,0,0,0,0,0,20,2755.3328124147815
1529,1523,0,1,0,0,0,31,316.65598623329976
1530,256,1,0,0,0,0,45,1496.064847409785
1531,187,0,0,0,0,0,24,1748.4323731514985
1532,199,0,0,0,0,0,62,1142.908632640984
1533,451,0,0,0,0,0,83,399.55471105398544
1534,3456,0,0,0,0,0,70,399.8515846077326
1535,1502,0,0,0,0,0,22,431.2036445447361
1536,1578,0,0,0,0,0,47,372.76863205939753
1537,4049,0,0,0,0,0,72,1258.3311196404893
1538,4094,0,0,0,0,0,40,9623.436193167094
1539,4003,0,1,0,0,0,42,726.2187138347676
1540,1522,0,0,0,0,0,42,271.5813803691263
1541,28,0,0,0,0,0,53,389.49718060814445
1542,210,0,0,0,0,0,32,1440.1438935824845
1543,4146,0,0,0,0,0,31,151.06115326060976
1544,104,1,0,0,0,0,54,678.9073488722704
1545,2716,1,0,0,0,0,34,1023.9069467390145
1546,1204,0,0,0,0,0,75,12917.100810808593
1547,73,1,0,0,0,0,67,100.15392113386906
1548,2566,0,0,0,0,0,58,38354.93312340316
1549,4137,0,0,0,0,0,70,9629.102466136444
1550,1962,0,0,0,0,0,20,66.53318267478683
1551,2553,0,0,0,0,0,33,1343.7348377364337
1552,2065,1,0,0,0,0,25,375.91633151728354
1553,356,0,0,0,0,0,39,1175.3516874434501
1554,866,0,1,0,0,0,35,190.18660484344204
1555,273,0,1,0,0,0,67,1422.367999328858
1556,2139,1,0,0,0,0,65,2428.2200918801154
1557,3434,1,0,0,0,0,78,303.5664790935992
1558,3493,0,0,0,0,0,75,567.1562680121967
1559,2719,0,0,0,0,0,46,1306.0499574508506
1560,262,0,1,0,0,0,50,428.7573408527897
1561,116,0,0,0,0,0,81,457.7137680082151
1562,2733,0,0,0,0,0,74,25522.568146691665
1563,2733,0,0,1,0,0,64,29952.138508066128
1564,3946,0,1,0,0,0,68,6295.881649895896
1565,517,1,0,0,0,0,57,299.262299446816
1566,1607,1,0,0,0,0,34,292.99465867492586
1567,2212,0,0,1,0,0,73,25295.181052319367
1568,372,0,0,0,0,0,43,612.8381382901166
1569,587,0,0,0,0,0,76,439.7197543013446
1570,1771,1,1,0,0,1,69,14269.732340030158
1571,3729,0,0,1,0,0,88,26463.08380826851
1572,1979,1,0,0,0,0,77,762.8561752368751
1573,2626,0,1,0,0,0,59,3458.260069971716
1574,3208,1,0,0,0,0,61,48838.08290126616
1575,2997,0,0,0,0,0,65,1313.8138986420693
1576,3429,1,1,0,0,0,66,441.45281546581424
1577,1658,1,0,0,0,0,36,696.7958267569
1578,755,0,0,0,0,0,30,449.6471839288643
1579,11,0,0,0,0,0,28,827.8080005549689
1580,253,0,0,0,0,0,75,579.1323593540999
1581,3647,0,1,1,0,0,42,9759.93776039717
1582,2456,0,0,0,0,0,20,118.55453912234039
1583,4047,0,0,0,0,0,60,1944.7709456780622
1584,88,0,0,0,0,0,42,176.4697447507815
1585,2163,0,1,0,0,0,80,1151.9428040096916
1586,3729,0,1,0,0,0,18,2145.3469806668973
1587,83,0,0,0,0,0,50,554.0214439757472
1588,3959,0,0,0,0,0,46,11988.529536785552
1589,529,0,0,0,0,0,51,592.6384033360692
1590,2746,0,0,0,0,0,20,374.49770435116943
1591,1569,0,0,0,0,0,77,613.9413529504664
1592,1453,1,1,0,0,0,19,515.4687991456269
1593,2821,0,0,0,0,0,43,29367.6329478449
1594,1775,0,0,0,0,0,37,45118.168188471616
1595,1599,0,0,0,0,0,27,256.09928102814746
1596,747,0,0,0,0,0,32,661.9126169135573
1597,2833,0,0,0,0,0,45,434.9238095763591
1598,1897,1,0,0,0,0,49,289.64082220177784
1599,4060,0,0,0,0,0,48,539.982338223511
1600,1736,0,0,0,0,0,63,196.01112365535366
1601,1756,1,0,0,0,1,28,8977.63993299713
1602,3053,0,0,0,0,0,46,1031.3529637161714
1603,2733,0,1,1,0,0,49,27684.914238319736
1604,176,0,0,0,0,0,52,276.40694390136156
1605,592,0,0,0,0,0,39,755.5183530240317
1606,758,1,0,0,0,0,45,836.8541330964712
1607,3714,0,0,0,0,0,40,525.6901926074237
1608,1840,1,0,0,0,0,19,721.9255763165215
1609,2938,0,1,0,0,0,39,10509.181289427637
1610,1643,1,0,0,0,0,64,173.89284142800062
1611,4068,0,0,0,0,0,53,1441.7671216840922
1612,2538,1,0,0,0,0,36,935.0808677898677
1613,2636,0,0,0,0,0,35,638.4144406775334
1614,3914,0,0,0,0,0,38,505.6636496574916
1615,246,0,0,0,0,0,36,2280.7945290510584
1616,107,1,0,0,0,0,49,427.7155840621157
1617,3029,0,0,0,0,0,27,759.953882186074
1618,400,0,0,0,0,0,50,503.61011220547385
1619,3005,0,1,0,0,0,58,47527.17838648376
1620,3173,1,1,0,0,0,38,671.5163192580136
1621,1721,0,0,0,0,0,38,943.9079710230731
1622,222,0,0,0,0,0,38,1049.4984846087964
1623,3630,1,0,0,0,0,19,222.62634275791746
1624,218,0,0,0,0,0,49,695.2768724245841
1625,4091,1,0,0,0,0,38,315.32418574578645
1626,529,1,0,0,0,0,35,343.0411883562454
1627,3999,0,0,1,0,0,56,4844.330163804891
1628,2397,1,0,0,0,0,39,439.15897936817527
1629,671,0,0,0,0,0,32,33909.906029021375
1630,1444,0,0,0,0,0,58,853.7004508852222
1631,4099,0,0,0,0,0,22,539.0482486924857
1632,2001,0,0,0,0,0,31,980.5141599153059
1633,1954,1,0,0,0,0,59,887.6300390526363
1634,2281,0,0,0,0,0,29,432.38912890496454
1635,3809,0,0,0,0,0,62,75041.8978294794
1636,2208,0,1,0,0,0,21,574.02396381854
1637,3697,0,0,0,0,0,23,71.94821996786938
1638,2818,1,0,0,0,0,50,2365.8741420882716
1639,2673,0,1,1,0,0,51,6054.25318091192
1640,3015,0,1,0,0,0,42,919.421598854715
1641,3752,0,0,0,0,0,60,1872.6426483126324
1642,2595,0,0,0,0,0,66,100714.1292867418
1643,91,1,0,0,0,0,54,161.8299050449321
1644,48,0,1,0,0,0,58,464.7034076580769
1645,225,0,0,0,0,0,34,326.5380762217142
1646,688,0,0,0,0,0,29,964.4763765313024
1647,35,1,0,0,0,0,39,265.4048868063627
1648,4123,1,0,0,0,0,29,392.852967403551
1649,730,1,0,0,0,0,82,457.57239393259414
1650,1439,0,1,1,0,0,23,13058.367370768994
1651,1781,0,0,1,0,0,82,39752.15146460537
1652,3687,0,0,0,0,0,42,584.5368885895579
1653,3548,0,0,0,0,0,23,342.86833839121897
1654,67,0,0,0,0,0,33,1280.6980208321559
1655,133,1,0,0,0,0,43,419.8703377430503
1656,323,0,0,1,0,0,44,3696.28678858553
1657,816,1,0,0,0,0,65,291.9692071038397
1658,2769,0,0,0,0,0,55,578.294262220251
1659,1839,1,0,0,0,0,39,321.8208262085618
1660,768,0,0,0,0,0,34,42497.2162499333
1661,744,1,0,0,0,0,73,250.0982303539639
1662,184,0,0,0,0,0,59,806.2870774795947
1663,1915,1,0,0,0,0,53,154.5846979632853
1664,1891,0,0,0,0,0,55,866.7173469777813
1665,2319,0,1,0,0,0,27,75517.54217470014
1666,560,0,0,0,0,0,60,666.8197649621702
1667,92,1,0,0,0,0,25,162.8990196154889
1668,2828,0,0,0,0,0,20,590.973463716023
1669,70,1,0,0,0,1,55,428.8665542821185
1670,2433,0,1,1,0,0,83,707.1891633659621
1671,60,0,1,0,0,0,45,247.64615919592325
1672,3351,0,0,0,0,0,43,290.7980406847201
1673,1522,1,0,0,0,0,37,208.99139160046852
1674,448,0,1,1,0,0,28,766.7916883256343
1675,2058,1,1,0,0,0,21,2042.8501379614765
1676,2771,0,0,0,0,0,51,963.769676248689
1677,2637,0,0,0,0,0,40,35358.6502815242
1678,1898,0,0,0,0,0,48,310.21258354268866
1679,3032,0,0,0,0,0,21,1803.00299367813
1680,2880,0,0,0,0,0,71,77883.40638225437
1681,1768,0,0,0,0,0,37,1787.2336166751968
1682,2120,1,0,0,0,1,79,176.22388153403915
1683,2820,0,1,0,0,0,73,59704.6268732492
1684,2595,0,1,1,0,0,61,100549.61906687632
1685,815,0,0,0,0,0,66,496.37397340534824
1686,1883,0,1,1,0,0,43,547.301743991018
1687,2770,0,1,0,0,0,68,13987.12484536857
1688,1867,0,0,1,0,0,44,20016.877744954774
1689,3550,1,1,0,0,0,66,1033.5524326258749
1690,369,0,1,0,0,0,55,30677.396237524914
1691,1427,0,0,0,0,0,58,423.95374461373405
1692,2166,0,1,1,0,0,82,45687.395813880335
1693,1308,0,0,0,0,0,66,1142.7122851250247
1694,1518,0,0,0,0,0,69,202.30371467303803
1695,173,1,0,0,0,0,31,505.9292060912822
1696,555,0,1,0,0,0,57,348.4715748946205
1697,102,0,0,0,0,0,19,233.7509491191304
1698,754,0,1,0,0,0,44,2536.7465145349074
1699,1343,0,0,0,0,0,26,201.97508814221177
1700,2256,0,1,0,0,0,82,46443.31455338007
1701,2673,1,0,0,0,0,62,1350.8882254197204
1702,2012,0,0,0,0,0,61,1793.966324400161
1703,182,0,1,0,0,0,47,735.6729809791152
1704,3940,0,1,1,0,0,66,27066.240484386566
1705,1365,0,0,0,0,0,39,684.1282007097493
1706,462,0,0,0,0,0,21,824.8363098705992
1707,2800,0,1,0,0,0,24,57357.77505235728
1708,2246,1,0,0,0,1,69,7750.857157015247
1709,1458,0,0,0,0,0,27,426.6743816912745
1710,270,0,0,0,0,0,28,1035.2610634915698
1711,1588,1,0,0,0,0,18,1373.615799945656
1712,1883,0,1,0,0,0,56,298.3344750035522
1713,864,0,0,1,0,0,30,506.7020792268931
1714,3033,0,0,1,0,0,23,62233.134679572606
1715,488,0,0,0,0,0,39,3740.647385786343
1716,989,0,0,0,0,0,70,246.98947387420904
1717,1814,1,0,0,0,0,56,194.31325175318432
1718,2749,0,1,1,0,0,46,20768.768399260713
1719,100,0,0,1,0,0,32,176.89312757702388
1720,4025,0,0,0,0,0,49,1193.9534414528678
1721,2751,0,0,0,0,0,19,529.037479551902
1722,266,0,0,0,0,0,48,604.4024762954771
1723,2729,0,0,0,0,0,61,567.5740931586078
1724,3999,0,0,1,0,0,60,30654.044236347483
1725,4094,0,1,0,0,0,59,32832.83802699303
1726,3721,0,0,0,0,0,68,400.3866956790832
1727,728,1,0,0,0,0,25,454.42708479079965
1728,948,0,0,0,0,0,35,35279.29923844732
1729,4030,0,0,0,0,0,31,716.2913491191202
1730,213,0,0,0,0,0,35,828.7747114174197
1731,436,1,0,0,0,0,48,446.7519124984814
1732,3445,0,0,1,0,0,67,198.25507791834
1733,243,0,0,0,0,0,55,1226.9145900897693
1734,1547,0,0,0,0,0,30,792.223724031912
1735,2845,0,0,0,0,0,46,1287.0057006006555
1736,2724,0,0,0,0,0,27,367.92695487015243
1737,132,0,0,0,0,0,69,1362.1846002242144
1738,230,0,0,0,0,0,42,1055.0198277020088
1739,982,0,0,0,0,0,58,2056.2413249203514
1740,848,0,1,0,0,0,75,41671.62282350773
1741,2853,1,1,0,0,0,42,723.9178636410936
1742,273,0,1,0,0,0,78,1412.5785984202348
1743,1738,0,0,0,0,0,21,1070.7216487226374
1744,3545,1,0,0,0,0,73,8983.023275401303
1745,578,0,0,0,0,0,79,1936.4350729425778
1746,226,0,0,0,0,0,40,834.0331385254927
1747,248,1,1,0,0,0,80,278.7120876507741
1748,259,0,0,0,0,0,32,679.3644656257993
1749,639,0,0,0,0,0,33,561.49338782564
1750,2511,0,1,1,0,0,74,26667.10726832204
1751,1949,0,0,0,0,0,60,623.8927948028572
1752,440,1,0,0,0,0,80,223.41718100814572
1753,819,0,0,0,0,0,43,393.5450733656849
1754,2729,1,0,0,0,0,51,356.48683625724584
1755,1738,0,1,0,0,0,22,293.47934892265687
1756,2688,0,0,1,0,0,66,21991.605957268108
1757,1913,0,0,0,0,0,75,1171.3616206590918
1758,744,1,0,0,0,0,27,1142.7588915544004
1759,4097,0,0,0,0,0,55,198.79303284645192
1760,816,1,0,0,0,0,48,164.2403820528629
1761,1952,0,0,0,0,0,39,9967.29265990378
1762,3290,0,0,1,0,0,87,21232.1787883293
1763,2837,1,1,0,0,0,66,298.26898022555815
1764,441,0,1,0,0,0,76,2569.3729526627953
1765,1508,1,0,0,0,0,72,1359.5447364054633
1766,749,1,0,0,0,0,47,1482.5587917028406
1767,3558,1,0,0,0,0,39,574.1333860209694
1768,2828,0,0,1,0,0,83,23609.967501138493
1769,1058,0,0,1,0,0,75,22834.42993336805
1770,2578,0,0,0,0,0,34,1052.0623718640456
1771,257,0,0,0,0,0,44,598.8103939210573
1772,3527,0,0,1,0,0,23,168.75547849412658
1773,2707,0,0,1,0,0,88,44129.30384475557
1774,3309,0,0,0,0,0,41,3738.567208358399
1775,3359,1,0,0,0,0,73,11976.378610791031
1776,698,0,0,0,0,0,66,1602.6308518816154
1777,211,1,0,0,0,0,78,1210.8727649646246
1778,108,0,0,0,0,0,52,482.4980013439525
1779,673,0,0,0,0,0,62,924.4082248262781
1780,1793,1,0,0,0,0,47,272.620906393611
1781,1767,0,0,0,0,0,43,6425.3420406274145
1782,2728,0,0,0,0,0,69,144.39329141923662
1783,3776,0,0,0,0,0,37,257.3017846724185
1784,4068,1,0,0,0,0,46,1011.7151131463212
1785,4098,1,1,0,0,0,25,545.3703124854134
1786,1513,0,0,0,0,0,35,411.2811205751826
1787,3881,0,0,0,0,0,50,59990.221203950765
1788,1554,1,0,0,0,0,19,493.8446156484531
1789,1235,0,0,0,0,0,77,11477.687289916426
1790,2788,0,0,0,0,0,61,189983.61719486341
1791,2717,1,0,0,0,0,66,269.19856681681705
1792,3020,0,1,0,0,0,83,70011.42288230591
1793,2075,0,0,0,0,0,54,230.05002544765142
1794,937,0,0,0,0,0,60,450.9364390625127
1795,1204,1,0,0,0,0,71,12169.226726098572
1796,3263,0,0,0,0,0,26,569.9767001524104
1797,2959,0,0,0,0,0,30,1511.1785825254399
1798,3699,1,0,0,1,1,79,22215.994999518043
1799,4074,0,0,0,0,0,53,492.41607424966844
1800,618,1,0,0,0,0,59,1113.9689270590422
1801,641,0,1,0,0,0,73,10590.381874659699
1802,1556,0,0,0,0,0,40,397.4056675620167
1803,4094,1,1,0,0,0,67,18539.647221140993
1804,467,1,0,0,0,0,61,317.14799093377195
1805,434,0,0,0,0,0,26,2597.23975976804
1806,193,1,0,0,0,0,37,962.9625374490929
1807,1708,0,0,0,0,0,45,248.88363650596753
1808,427,0,0,0,0,0,75,191.95439278529602
1809,2765,0,0,0,0,0,73,30693.884446095137
1810,1527,0,0,0,0,0,48,476.680380864654
1811,2098,0,1,0,0,0,67,42.790096006273934
1812,354,0,1,0,0,0,29,1256.8786842136644
1813,3757,0,0,0,0,0,36,529.7196350555876
1814,3793,0,0,0,0,0,74,1121.1982900280968
1815,381,0,0,0,0,0,49,3256.446363560387
1816,1832,0,0,0,0,0,48,773.5499446355617
1817,2766,0,0,0,0,0,19,1355.7448399730558
1818,1984,0,0,0,0,0,58,131.1256316806227
1819,36,0,0,0,0,0,54,492.00287721663545
1820,351,0,0,0,0,0,27,185.9924017538978
1821,1602,0,0,0,0,0,59,390.05110910559716
1822,627,0,1,0,0,0,73,30091.29022919555
1823,460,0,0,1,0,0,39,15948.580216617696
1824,1898,1,0,0,0,0,56,583.4484220462821
1825,1864,0,0,0,0,0,44,344.91990639773877
1826,68,0,0,0,0,0,53,304.85192058863237
1827,3685,0,0,0,0,0,36,1095.1060317434194
1828,2614,0,1,0,0,0,66,32945.653143373034
1829,2844,0,0,0,0,0,47,632.1710492939865
1830,2344,0,0,0,0,0,40,561.826623364941
1831,4053,1,0,0,0,0,66,1232.4647286764907
1832,1554,0,0,0,0,0,31,407.2967571746987
1833,3254,0,0,0,0,0,58,4909.263879705814
1834,177,0,0,0,0,0,71,968.348648197702
1835,1365,0,0,0,0,0,65,10858.886592013258
1836,1979,1,0,0,0,0,44,323.60025694848514
1837,1141,0,0,0,0,0,47,42261.080620402405
1838,4111,0,0,0,0,0,19,38413.2908579597
1839,318,0,1,0,0,0,29,6253.899949543344
1840,162,0,0,0,0,0,38,590.5110827755794
1841,3,0,0,0,0,0,65,500.208013263983
1842,40,0,0,0,0,0,41,41.80746054218002
1843,729,0,1,1,0,0,72,23567.508203296184
1844,1799,0,1,0,0,0,18,418.7285991229035
1845,437,1,0,0,0,0,32,1518.5203989807471
1846,4038,1,0,0,0,1,74,1011.0029591953333
1847,324,0,0,0,0,0,51,1344.2779480176625
1848,1529,0,0,0,0,0,56,369.500389182614
1849,2714,1,1,0,0,0,69,2752.6887962564283
1850,204,0,0,0,0,0,19,402.95016107227383
1851,3558,0,0,0,0,0,83,582.4262840425401
1852,1581,0,0,0,0,0,60,406.891110702007
1853,1867,1,1,0,0,0,58,24534.00133380358
1854,2297,0,0,0,0,0,52,830.9168969025932
1855,2722,0,0,0,0,0,39,688.7295154222488
1856,2433,0,1,1,0,0,62,399.3598852943581
1857,1885,0,0,0,0,0,56,250.24844230795446
1858,3773,1,0,0,0,0,35,1389.0919926949132
1859,2924,0,0,1,0,0,79,70694.24079464197
1860,2,0,0,0,0,0,42,436.0831650967776
1861,2737,0,0,0,0,0,44,4229.281691126641
1862,1981,0,0,0,0,0,68,592.6158809001038
1863,134,0,0,0,0,0,68,267.50970273417914
1864,1811,0,1,0,0,0,51,248.31490904853413
1865,4093,0,0,0,0,0,38,1410.7406137748435
1866,1922,0,1,0,0,0,50,832.407488962413
1867,2719,0,0,1,0,0,64,1005.0331871923123
1868,223,1,0,0,0,0,46,627.6916621722969
1869,2848,0,0,0,0,0,46,139.88507116462839
1870,2377,1,0,0,0,0,47,309.11702466696
1871,3355,0,1,0,0,0,73,927.9104479622999
1872,1812,1,0,0,0,0,44,688.179271699344
1873,2867,0,0,0,0,0,51,530.6350906556124
1874,33,0,0,0,0,0,45,296.4753382058203
1875,2661,1,1,0,0,0,28,48327.17937787132
1876,636,1,0,0,0,0,44,56.60085811389653
1877,213,0,0,0,0,0,40,239.23542439230027
1878,1338,1,0,0,0,0,24,349.28227152267976
1879,1221,0,0,0,0,0,39,1461.8827433955407
1880,3467,1,0,0,0,0,40,434.0628830072071
1881,753,0,0,0,0,0,50,1649.3865219715142
1882,2765,0,1,0,0,0,47,32245.406772751972
1883,152,0,0,0,0,0,18,755.0638222590865
1884,1565,0,0,0,0,0,69,310.96648876349553
1885,246,1,0,0,0,0,57,575.9558868084807
1886,1151,0,1,0,0,0,75,9529.721017030806
1887,1791,0,1,1,0,0,78,12324.964162166698
1888,1176,0,0,0,0,0,74,35974.831245201756
1889,2856,0,0,0,0,0,85,48440.199939067876
1890,405,0,0,0,0,0,41,1343.2185251093972
1891,1103,0,0,0,0,0,34,697.569484110478
1892,2856,0,1,0,0,0,77,48737.26292372677
1893,387,0,1,0,0,0,29,57.40721176509418
1894,196,0,0,0,0,0,45,988.1601165773868
1895,4,0,0,0,0,0,34,493.6629497276021
1896,308,0,0,0,0,0,32,2265.0164822906895
1897,2729,0,1,0,0,0,30,754.8409934707443
1898,4054,1,0,0,0,0,65,186.41090783830379
1899,1338,0,0,0,0,0,32,462.5789085119735
1900,2388,0,0,0,0,0,44,4600.629511267205
1901,4019,0,0,0,0,0,79,48.764412167923176
1902,1601,0,0,0,0,0,46,695.3734603122755
1903,1065,0,0,0,0,0,45,212.36302030132052
1904,742,0,1,0,0,0,41,3001.744939980923
1905,4132,0,0,0,0,0,37,1387.771497103975
1906,203,0,0,0,0,0,34,862.2404366091644
